LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT(₱),WINNERS
4Digit,6-9-9-4,4/7/2014,"129,221.00",7
Suertres Lotto 11AM,4-4-3,4/7/2014,"4,500.00",487
Suertres Lotto 4PM,4-8-1,4/7/2014,"4,500.00",497
Suertres Lotto 9PM,3-1-4,4/7/2014,"4,500.00",1175
EZ2 Lotto 9PM,02-20,4/7/2014,"4,000.00",601
EZ2 Lotto 11AM,24-05,4/7/2014,"4,000.00",142
EZ2 Lotto 4PM,02-13,4/7/2014,"4,000.00",206
Grand Lotto 6/55,39-21-42-28-05-27,4/7/2014,"249,841,572.00",1
Superlotto 6/49,01-19-35-49-27-32,4/6/2014,"16,000,000.00",0
Suertres Lotto 11AM,2-2-6,4/6/2014,"4,500.00",618
Suertres Lotto 4PM,1-0-6,4/6/2014,"4,500.00",414
Suertres Lotto 9PM,8-0-0,4/6/2014,"4,500.00",547
EZ2 Lotto 9PM,21-03,4/6/2014,"4,000.00",146
EZ2 Lotto 11AM,30-01,4/6/2014,"4,000.00",33
EZ2 Lotto 4PM,05-08,4/6/2014,"4,000.00",209
6Digit,0-5-8-9-9-3,4/5/2014,"561,454.20",0
Suertres Lotto 11AM,3-3-4,4/5/2014,"4,500.00",293
Suertres Lotto 4PM,5-4-5,4/5/2014,"4,500.00",616
Suertres Lotto 9PM,9-3-2,4/5/2014,"4,500.00",921
EZ2 Lotto 9PM,15-27,4/5/2014,"4,000.00",430
Lotto 6/42,21-31-02-14-25-09,4/5/2014,"6,000,000.00",0
EZ2 Lotto 11AM,14-02,4/5/2014,"4,000.00",141
EZ2 Lotto 4PM,24-10,4/5/2014,"4,000.00",198
Grand Lotto 6/55,52-34-29-14-38-05,4/5/2014,"232,900,056.00",0
Megalotto 6/45,23-05-36-03-27-08,4/4/2014,"54,328,372.00",0
4Digit,5-5-0-6,4/4/2014,"32,718.00",26
Suertres Lotto 11AM,7-8-5,4/4/2014,"4,500.00",303
Suertres Lotto 4PM,8-8-6,4/4/2014,"4,500.00",730
Suertres Lotto 9PM,2-8-3,4/4/2014,"4,500.00",825
EZ2 Lotto 9PM,07-09,4/4/2014,"4,000.00",613
EZ2 Lotto 11AM,24-01,4/4/2014,"4,000.00",132
EZ2 Lotto 4PM,30-26,4/4/2014,"4,000.00",96
Superlotto 6/49,08-01-35-46-02-22,4/3/2014,"16,000,000.00",0
6Digit,7-5-8-5-1-3,4/3/2014,"242,202.74",0
Suertres Lotto 11AM,1-9-3,4/3/2014,"4,500.00",570
Suertres Lotto 4PM,5-6-0,4/3/2014,"4,500.00",464
Suertres Lotto 9PM,5-6-2,4/3/2014,"4,500.00",1115
EZ2 Lotto 9PM,06-20,4/3/2014,"4,000.00",600
Lotto 6/42,01-36-23-31-03-25,4/3/2014,"6,000,000.00",0
EZ2 Lotto 11AM,27-21,4/3/2014,"4,000.00",110
EZ2 Lotto 4PM,10-17,4/3/2014,"4,000.00",205
Megalotto 6/45,24-11-13-19-07-34,4/2/2014,"47,000,108.00",0
4Digit,4-3-5-2,4/2/2014,"49,420.00",17
Suertres Lotto 11AM,7-2-4,4/2/2014,"4,500.00",441
Suertres Lotto 4PM,1-0-3,4/2/2014,"4,500.00",570
Suertres Lotto 9PM,4-9-7,4/2/2014,"4,500.00",660
EZ2 Lotto 9PM,01-17,4/2/2014,"4,000.00",596
EZ2 Lotto 11AM,04-04,4/2/2014,"4,000.00",720
EZ2 Lotto 4PM,01-22,4/2/2014,"4,000.00",193
Grand Lotto 6/55,33-03-35-31-19-38,4/2/2014,"214,330,176.00",0
Superlotto 6/49,22-20-17-09-13-29,4/1/2014,"63,332,184.00",1
6Digit,0-7-1-8-1-3,4/1/2014,"4,425,011.00",2
Suertres Lotto 11AM,0-9-9,4/1/2014,"4,500.00",324
Suertres Lotto 4PM,5-2-3,4/1/2014,"4,500.00",435
Suertres Lotto 9PM,6-7-8,4/1/2014,"4,500.00",383
EZ2 Lotto 9PM,16-11,4/1/2014,"4,000.00",284
Lotto 6/42,27-08-04-40-33-12,4/1/2014,"20,109,076.00",1
EZ2 Lotto 11AM,02-14,4/1/2014,"4,000.00",133
EZ2 Lotto 4PM,08-14,4/1/2014,"4,000.00",259
Megalotto 6/45,38-39-14-22-18-27,3/31/2014,"42,220,476.00",0
4Digit,9-6-2-4,3/31/2014,"36,736.00",16
Suertres Lotto 11AM,5-4-7,3/31/2014,"4,500.00",538
Suertres Lotto 4PM,8-4-7,3/31/2014,"4,500.00",781
Suertres Lotto 9PM,9-5-3,3/31/2014,"4,500.00",722
EZ2 Lotto 9PM,09-24,3/31/2014,"4,000.00",600
EZ2 Lotto 11AM,16-17,3/31/2014,"4,000.00",104
EZ2 Lotto 4PM,20-03,3/31/2014,"4,000.00",102
Grand Lotto 6/55,05-44-29-30-48-20,3/31/2014,"198,654,120.00",0
Superlotto 6/49,36-40-24-10-35-17,3/30/2014,"58,281,024.00",0
Suertres Lotto 11AM,0-4-9,3/30/2014,"4,500.00",437
Suertres Lotto 4PM,8-4-5,3/30/2014,"4,500.00",418
Suertres Lotto 9PM,3-2-4,3/30/2014,"4,500.00",986
EZ2 Lotto 9PM,15-20,3/30/2014,"4,000.00",497
EZ2 Lotto 11AM,15-14,3/30/2014,"4,000.00",35
EZ2 Lotto 4PM,25-15,3/30/2014,"4,000.00",197
6Digit,9-4-4-9-0-8,3/29/2014,"8,800,022.06",0
Suertres Lotto 11AM,8-7-5,3/29/2014,"4,500.00",252
Suertres Lotto 4PM,1-7-8,3/29/2014,"4,500.00",842
Suertres Lotto 9PM,4-2-9,3/29/2014,"4,500.00",1054
EZ2 Lotto 9PM,18-02,3/29/2014,"4,000.00",366
Lotto 6/42,07-13-23-29-32-16,3/29/2014,"16,904,096.00",0
EZ2 Lotto 11AM,03-22,3/29/2014,"4,000.00",217
EZ2 Lotto 4PM,25-29,3/29/2014,"4,000.00",183
Grand Lotto 6/55,40-41-24-09-34-21,3/29/2014,"186,710,092.00",0
Megalotto 6/45,27-11-26-14-45-21,3/28/2014,"38,016,720.00",0
4Digit,0-6-6-5,3/28/2014,"25,844.00",34
Suertres Lotto 11AM,8-1-6,3/28/2014,"4,500.00",456
Suertres Lotto 4PM,6-5-8,3/28/2014,"4,500.00",446
Suertres Lotto 9PM,0-1-2,3/28/2014,"4,500.00",569
EZ2 Lotto 9PM,29-23,3/28/2014,"4,000.00",240
EZ2 Lotto 11AM,04-29,3/28/2014,"4,000.00",231
EZ2 Lotto 4PM,22-14,3/28/2014,"4,000.00",90
Superlotto 6/49,16-26-47-46-32-08,3/27/2014,"52,358,672.00",0
6Digit,4-8-7-3-5-0,3/27/2014,"8,290,303.30",0
Suertres Lotto 11AM,5-1-4,3/27/2014,"4,500.00",501
Suertres Lotto 4PM,7-0-5,3/27/2014,"4,500.00",444
Suertres Lotto 9PM,2-4-5,3/27/2014,"4,500.00",414
EZ2 Lotto 9PM,22-04,3/27/2014,"4,000.00",240
Lotto 6/42,12-27-34-41-31-05,3/27/2014,"13,718,904.00",0
EZ2 Lotto 11AM,21-06,3/27/2014,"4,000.00",186
EZ2 Lotto 4PM,28-18,3/27/2014,"4,000.00",86
Megalotto 6/45,21-15-34-32-31-44,3/26/2014,"32,091,052.00",0
4Digit,9-9-0-5,3/26/2014,"46,346.00",18
Suertres Lotto 11AM,2-3-5,3/26/2014,"4,500.00",371
Suertres Lotto 4PM,6-6-2,3/26/2014,"4,500.00",395
Suertres Lotto 9PM,0-6-6,3/26/2014,"4,500.00",151
EZ2 Lotto 9PM,07-12,3/26/2014,"4,000.00",597
EZ2 Lotto 11AM,25-04,3/26/2014,"4,000.00",219
EZ2 Lotto 4PM,02-14,3/26/2014,"4,000.00",214
Grand Lotto 6/55,18-53-38-09-14-23,3/26/2014,"173,900,180.00",0
Superlotto 6/49,49-31-16-07-24-28,3/25/2014,"47,588,788.00",0
6Digit,7-4-6-6-4-2,3/25/2014,"7,827,972.18",0
Suertres Lotto 11AM,2-8-8,3/25/2014,"4,500.00",546
Suertres Lotto 4PM,0-6-6,3/25/2014,"4,500.00",411
Suertres Lotto 9PM,8-6-0,3/25/2014,"4,500.00",702
EZ2 Lotto 9PM,13-24,3/25/2014,"4,000.00",503
Lotto 6/42,06-15-05-18-24-27,3/25/2014,"10,979,844.00",0
EZ2 Lotto 11AM,24-03,3/25/2014,"4,000.00",240
EZ2 Lotto 4PM,26-21,3/25/2014,"4,000.00",57
Megalotto 6/45,09-15-19-31-45-11,3/24/2014,"28,302,332.00",0
4Digit,4-5-2-6,3/24/2014,"21,886.00",20
Suertres Lotto 11AM,7-5-7,3/24/2014,"4,500.00",427
Suertres Lotto 4PM,3-4-5,3/24/2014,"4,500.00",328
Suertres Lotto 9PM,3-5-7,3/24/2014,"4,500.00",1181
EZ2 Lotto 9PM,19-20,3/24/2014,"4,000.00",510
EZ2 Lotto 11AM,23-01,3/24/2014,"4,000.00",92
EZ2 Lotto 4PM,30-06,3/24/2014,"4,000.00",53
Grand Lotto 6/55,43-31-33-04-07-42,3/24/2014,"163,390,440.00",0
Superlotto 6/49,16-44-43-17-47-12,3/23/2014,"43,024,400.00",0
Suertres Lotto 11AM,4-6-3,3/23/2014,"4,500.00",382
Suertres Lotto 4PM,9-1-2,3/23/2014,"4,500.00",507
Suertres Lotto 9PM,8-3-5,3/23/2014,"4,500.00",813
EZ2 Lotto 9PM,13-06,3/23/2014,"4,000.00",297
EZ2 Lotto 11AM,13-01,3/23/2014,"4,000.00",82
EZ2 Lotto 4PM,04-25,3/23/2014,"4,000.00",242
6Digit,8-4-5-1-5-3,3/22/2014,"7,612,268.24",0
Suertres Lotto 11AM,5-5-2,3/22/2014,"4,500.00",708
Suertres Lotto 4PM,8-7-3,3/22/2014,"4,500.00",307
Suertres Lotto 9PM,7-4-4,3/22/2014,"4,500.00",433
EZ2 Lotto 9PM,07-30,3/22/2014,"4,000.00",405
Lotto 6/42,01-21-28-42-35-30,3/22/2014,"8,187,512.00",0
EZ2 Lotto 11AM,11-02,3/22/2014,"4,000.00",180
EZ2 Lotto 4PM,06-23,3/22/2014,"4,000.00",251
Grand Lotto 6/55,36-06-21-30-11-25,3/22/2014,"153,506,348.00",0
Megalotto 6/45,21-11-29-15-37-35,3/21/2014,"24,719,508.00",0
4Digit,9-2-9-5,3/21/2014,"45,314.00",23
Suertres Lotto 11AM,3-2-5,3/21/2014,"4,500.00",1106
Suertres Lotto 4PM,1-8-4,3/21/2014,"4,500.00",482
Suertres Lotto 9PM,6-0-8,3/21/2014,"4,500.00",489
EZ2 Lotto 9PM,22-30,3/21/2014,"4,000.00",522
EZ2 Lotto 11AM,14-15,3/21/2014,"4,000.00",101
EZ2 Lotto 4PM,17-21,3/21/2014,"4,000.00",222
Superlotto 6/49,22-30-01-40-32-12,3/20/2014,"37,473,672.00",0
6Digit,9-0-7-9-4-3,3/20/2014,"7,335,045.54",0
Suertres Lotto 11AM,4-4-7,3/20/2014,"4,500.00",493
Suertres Lotto 4PM,0-7-8,3/20/2014,"4,500.00",276
Suertres Lotto 9PM,4-3-3,3/20/2014,"4,500.00",401
EZ2 Lotto 9PM,08-24,3/20/2014,"4,000.00",617
Lotto 6/42,10-16-08-11-13-32,3/20/2014,"6,000,000.00",0
EZ2 Lotto 11AM,12-18,3/20/2014,"4,000.00",229
EZ2 Lotto 4PM,28-01,3/20/2014,"4,000.00",121
Megalotto 6/45,41-04-28-19-39-12,3/19/2014,"18,954,708.00",0
4Digit,0-7-0-7,3/19/2014,"17,130.00",51
Suertres Lotto 11AM,4-1-5,3/19/2014,"4,500.00",1108
Suertres Lotto 4PM,0-9-7,3/19/2014,"4,500.00",304
Suertres Lotto 9PM,9-5-2,3/19/2014,"4,500.00",611
EZ2 Lotto 9PM,18-08,3/19/2014,"4,000.00",275
EZ2 Lotto 11AM,15-16,3/19/2014,"4,000.00",123
EZ2 Lotto 4PM,30-23,3/19/2014,"4,000.00",68
Grand Lotto 6/55,47-03-50-43-20-51,3/19/2014,"142,359,672.00",0
Superlotto 6/49,12-46-26-30-27-09,3/18/2014,"32,955,960.00",0
6Digit,2-0-1-1-4-8,3/18/2014,"6,867,366.38",0
Suertres Lotto 11AM,5-1-0,3/18/2014,"4,500.00",520
Suertres Lotto 4PM,1-8-5,3/18/2014,"4,500.00",1103
Suertres Lotto 9PM,8-6-1,3/18/2014,"4,500.00",1004
EZ2 Lotto 9PM,03-31,3/18/2014,"4,000.00",661
Lotto 6/42,14-10-19-21-24-20,3/18/2014,"6,000,000.00",0
EZ2 Lotto 11AM,12-06,3/18/2014,"4,000.00",231
EZ2 Lotto 4PM,23-10,3/18/2014,"4,000.00",92
Megalotto 6/45,15-27-39-25-03-04,3/17/2014,"15,476,736.00",0
4Digit,2-1-7-2,3/17/2014,"20,199.00",42
Suertres Lotto 11AM,9-4-3,3/17/2014,"4,500.00",646
Suertres Lotto 4PM,5-4-2,3/17/2014,"4,500.00",237
Suertres Lotto 9PM,4-0-5,3/17/2014,"4,500.00",1023
EZ2 Lotto 9PM,05-04,3/17/2014,"4,000.00",636
EZ2 Lotto 11AM,14-31,3/17/2014,"4,000.00",161
EZ2 Lotto 4PM,18-02,3/17/2014,"4,000.00",135
Grand Lotto 6/55,08-29-17-51-26-32,3/17/2014,"132,512,236.00",0
Superlotto 6/49,01-15-47-36-08-48,3/16/2014,"28,585,736.00",0
Suertres Lotto 11AM,2-5-1,3/16/2014,"4,500.00",621
Suertres Lotto 4PM,2-2-9,3/16/2014,"4,500.00",308
Suertres Lotto 9PM,3-8-9,3/16/2014,"4,500.00",604
EZ2 Lotto 9PM,16-29,3/16/2014,"4,000.00",530
EZ2 Lotto 11AM,20-18,3/16/2014,"4,000.00",59
EZ2 Lotto 4PM,12-26,3/16/2014,"4,000.00",235
6Digit,8-3-3-4-9-6,3/15/2014,"6,817,366.38",0
Suertres Lotto 11AM,3-9-9,3/15/2014,"4,500.00",302
Suertres Lotto 4PM,0-4-7,3/15/2014,"4,500.00",401
Suertres Lotto 9PM,0-5-1,3/15/2014,"4,500.00",550
EZ2 Lotto 9PM,25-28,3/15/2014,"4,000.00",339
Lotto 6/42,26-22-25-04-19-12,3/15/2014,"6,000,000.00",1
EZ2 Lotto 11AM,23-24,3/15/2014,"4,000.00",87
EZ2 Lotto 4PM,05-16,3/15/2014,"4,000.00",280
Grand Lotto 6/55,46-40-55-32-02-03,3/15/2014,"122,841,888.00",0
Megalotto 6/45,39-32-44-07-05-16,3/14/2014,"11,994,396.00",0
4Digit,1-2-0-6,3/14/2014,"10,000.00",124
Suertres Lotto 11AM,0-6-4,3/14/2014,"4,500.00",216
Suertres Lotto 4PM,9-7-5,3/14/2014,"4,500.00",1040
Suertres Lotto 9PM,2-9-2,3/14/2014,"4,500.00",798
EZ2 Lotto 9PM,15-27,3/14/2014,"4,000.00",622
EZ2 Lotto 11AM,15-08,3/14/2014,"4,000.00",164
EZ2 Lotto 4PM,16-22,3/14/2014,"4,000.00",342
Superlotto 6/49,07-49-40-25-38-37,3/13/2014,"23,210,212.00",0
6Digit,7-9-8-3-1-7,3/13/2014,"6,371,496.88",0
Suertres Lotto 11AM,6-9-9,3/13/2014,"4,500.00",287
Suertres Lotto 4PM,5-8-7,3/13/2014,"4,500.00",446
Suertres Lotto 9PM,0-3-2,3/13/2014,"4,500.00",657
EZ2 Lotto 9PM,20-14,3/13/2014,"4,000.00",990
Lotto 6/42,15-20-21-23-01-05,3/13/2014,"50,677,708.00",1
EZ2 Lotto 11AM,21-03,3/13/2014,"4,000.00",224
EZ2 Lotto 4PM,22-17,3/13/2014,"4,000.00",199
Megalotto 6/45,02-08-07-21-15-32,3/12/2014,"9,000,000.00",0
4Digit,0-8-2-0,3/12/2014,"18,870.00",35
Suertres Lotto 11AM,0-0-9,3/12/2014,"4,500.00",226
Suertres Lotto 4PM,9-1-5,3/12/2014,"4,500.00",406
Suertres Lotto 9PM,6-8-4,3/12/2014,"4,500.00",542
EZ2 Lotto 9PM,17-25,3/12/2014,"4,000.00",296
EZ2 Lotto 11AM,04-30,3/12/2014,"4,000.00",227
EZ2 Lotto 4PM,04-22,3/12/2014,"4,000.00",240
Grand Lotto 6/55,08-44-01-54-30-05,3/12/2014,"113,048,964.00",0
Superlotto 6/49,17-49-13-24-10-03,3/11/2014,"20,011,176.00",0
6Digit,4-9-1-1-8-7,3/11/2014,"6,128,662.84",0
Suertres Lotto 11AM,0-2-5,3/11/2014,"4,500.00",294
Suertres Lotto 4PM,2-4-5,3/11/2014,"4,500.00",674
Suertres Lotto 9PM,8-2-2,3/11/2014,"4,500.00",616
EZ2 Lotto 9PM,30-11,3/11/2014,"4,000.00",242
Lotto 6/42,25-40-38-12-06-34,3/11/2014,"45,662,880.00",0
EZ2 Lotto 11AM,08-05,3/11/2014,"4,000.00",227
EZ2 Lotto 4PM,05-14,3/11/2014,"4,000.00",239
Megalotto 6/45,20-08-34-44-23-27,3/10/2014,"9,000,000.00",0
4Digit,6-1-0-7,3/10/2014,"28,520.00",23
Suertres Lotto 11AM,9-0-5,3/10/2014,"4,500.00",364
Suertres Lotto 4PM,7-5-6,3/10/2014,"4,500.00",348
Suertres Lotto 9PM,4-3-7,3/10/2014,"4,500.00",759
EZ2 Lotto 9PM,20-29,3/10/2014,"4,000.00",196
EZ2 Lotto 11AM,24-28,3/10/2014,"4,000.00",54
EZ2 Lotto 4PM,26-04,3/10/2014,"4,000.00",208
Grand Lotto 6/55,33-51-42-27-32-43,3/10/2014,"104,934,552.00",0
Superlotto 6/49,41-27-21-47-43-14,3/9/2014,"16,876,860.00",0
Suertres Lotto 11AM,9-6-8,3/9/2014,"4,500.00",313
Suertres Lotto 4PM,4-8-1,3/9/2014,"4,500.00",630
Suertres Lotto 9PM,1-9-1,3/9/2014,"4,500.00",1140
EZ2 Lotto 9PM,16-01,3/9/2014,"4,000.00",133
EZ2 Lotto 11AM,10-29,3/9/2014,"4,000.00",207
EZ2 Lotto 4PM,29-26,3/9/2014,"4,000.00",74
6Digit,5-6-6-8-2-3,3/8/2014,"5,856,215.90",0
Suertres Lotto 11AM,2-8-2,3/8/2014,"4,500.00",352
Suertres Lotto 4PM,8-8-5,3/8/2014,"4,500.00",557
Suertres Lotto 9PM,0-5-7,3/8/2014,"4,500.00",476
EZ2 Lotto 9PM,16-17,3/8/2014,"4,000.00",256
Lotto 6/42,02-11-01-03-37-22,3/8/2014,"40,522,572.00",0
EZ2 Lotto 11AM,29-30,3/8/2014,"4,000.00",75
EZ2 Lotto 4PM,18-31,3/8/2014,"4,000.00",124
Grand Lotto 6/55,11-21-07-20-54-26,3/8/2014,"97,142,892.00",0
Megalotto 6/45,24-05-28-19-36-34,3/7/2014,"39,403,380.00",1
4Digit,3-6-6-8,3/7/2014,"44,290.00",20
Suertres Lotto 11AM,3-5-4,3/7/2014,"4,500.00",944
Suertres Lotto 4PM,0-4-8,3/7/2014,"4,500.00",350
Suertres Lotto 9PM,6-1-6,3/7/2014,"4,500.00",984
EZ2 Lotto 9PM,17-13,3/7/2014,"4,000.00",236
EZ2 Lotto 11AM,22-11,3/7/2014,"4,000.00",157
EZ2 Lotto 4PM,15-24,3/7/2014,"4,000.00",166
Superlotto 6/49,04-17-11-44-39-31,3/6/2014,"16,000,000.00",0
6Digit,9-3-2-8-5-3,3/6/2014,"5,553,441.72",0
Suertres Lotto 11AM,0-6-3,3/6/2014,"4,500.00",179
Suertres Lotto 4PM,7-4-9,3/6/2014,"4,500.00",983
Suertres Lotto 9PM,9-9-3,3/6/2014,"4,500.00",493
EZ2 Lotto 9PM,26-09,3/6/2014,"4,000.00",329
Lotto 6/42,04-26-21-39-09-10,3/6/2014,"36,407,824.00",0
EZ2 Lotto 11AM,17-26,3/6/2014,"4,000.00",168
EZ2 Lotto 4PM,30-15,3/6/2014,"4,000.00",143
Megalotto 6/45,34-25-03-43-33-44,3/5/2014,"33,129,788.00",0
4Digit,8-1-8-9,3/5/2014,"24,278.00",38
Suertres Lotto 11AM,5-8-4,3/5/2014,"4,500.00",239
Suertres Lotto 4PM,4-8-7,3/5/2014,"4,500.00",792
Suertres Lotto 9PM,2-5-5,3/5/2014,"4,500.00",452
EZ2 Lotto 9PM,21-04,3/5/2014,"4,000.00",292
EZ2 Lotto 11AM,06-30,3/5/2014,"4,000.00",236
EZ2 Lotto 4PM,05-03,3/5/2014,"4,000.00",379
Grand Lotto 6/55,26-34-36-27-45-39,3/5/2014,"90,400,824.00",0
Superlotto 6/49,26-36-07-28-01-46,3/4/2014,"16,000,000.00",0
6Digit,7-2-7-3-8-9,3/4/2014,"5,277,062.92",0
Suertres Lotto 11AM,6-0-3,3/4/2014,"4,500.00",905
Suertres Lotto 4PM,6-7-2,3/4/2014,"4,500.00",337
Suertres Lotto 9PM,5-2-9,3/4/2014,"4,500.00",816
EZ2 Lotto 9PM,13-05,3/4/2014,"4,000.00",632
Lotto 6/42,24-35-25-03-30-34,3/4/2014,"31,942,524.00",0
EZ2 Lotto 11AM,28-16,3/4/2014,"4,000.00",48
EZ2 Lotto 4PM,03-04,3/4/2014,"4,000.00",339
Megalotto 6/45,07-25-18-08-04-36,3/3/2014,"29,109,504.00",0
4Digit,8-0-8-9,3/3/2014,"53,312.00",18
Suertres Lotto 11AM,2-4-8,3/3/2014,"4,500.00",495
Suertres Lotto 4PM,4-5-8,3/3/2014,"4,500.00",640
Suertres Lotto 9PM,0-6-0,3/3/2014,"4,500.00",285
EZ2 Lotto 9PM,25-02,3/3/2014,"4,000.00",377
EZ2 Lotto 11AM,10-05,3/3/2014,"4,000.00",265
EZ2 Lotto 4PM,15-14,3/3/2014,"4,000.00",112
Grand Lotto 6/55,42-47-43-48-52-17,3/3/2014,"84,472,340.00",0
Superlotto 6/49,28-41-31-45-09-12,3/2/2014,"16,000,000.00",0
Suertres Lotto 11AM,9-4-8,3/2/2014,"4,500.00",242
Suertres Lotto 4PM,3-1-7,3/2/2014,"4,500.00",782
Suertres Lotto 9PM,6-5-8,3/2/2014,"4,500.00",197
EZ2 Lotto 9PM,11-25,3/2/2014,"4,000.00",562
EZ2 Lotto 11AM,15-08,3/2/2014,"4,000.00",221
EZ2 Lotto 4PM,07-23,3/2/2014,"4,000.00",261
6Digit,6-0-2-7-1-8,3/1/2014,"4,904,827.54",0
Suertres Lotto 11AM,3-3-2,3/1/2014,"4,500.00",873
Suertres Lotto 4PM,6-5-8,3/1/2014,"4,500.00",751
Suertres Lotto 9PM,0-7-6,3/1/2014,"4,500.00",226
EZ2 Lotto 9PM,14-24,3/1/2014,"4,000.00",620
Lotto 6/42,29-21-03-04-02-31,3/1/2014,"27,428,564.00",0
EZ2 Lotto 11AM,16-11,3/1/2014,"4,000.00",209
EZ2 Lotto 4PM,18-05,3/1/2014,"4,000.00",190
Grand Lotto 6/55,55-21-37-48-14-47,3/1/2014,"78,663,292.00",0
Megalotto 6/45,07-44-29-17-19-16,2/28/2014,"25,067,976.00",0
4Digit,2-5-2-2,2/28/2014,"10,000.00",72
Suertres Lotto 11AM,5-2-5,2/28/2014,"4,500.00",878
Suertres Lotto 4PM,7-3-7,2/28/2014,"4,500.00",372
Suertres Lotto 9PM,5-6-3,2/28/2014,"4,500.00",650
EZ2 Lotto 9PM,07-03,2/28/2014,"4,000.00",657
EZ2 Lotto 11AM,09-20,2/28/2014,"4,000.00",242
EZ2 Lotto 4PM,26-01,2/28/2014,"4,000.00",79
Superlotto 6/49,30-44-45-07-39-48,2/27/2014,"89,065,812.00",1
6Digit,0-2-9-6-0-4,2/27/2014,"4,768,617.72",0
Suertres Lotto 11AM,7-4-4,2/27/2014,"4,500.00",474
Suertres Lotto 4PM,4-7-5,2/27/2014,"4,500.00",1111
Suertres Lotto 9PM,8-0-6,2/27/2014,"4,500.00",752
EZ2 Lotto 9PM,12-19,2/27/2014,"4,000.00",483
Lotto 6/42,16-38-28-15-19-24,2/27/2014,"23,695,640.00",0
EZ2 Lotto 11AM,06-09,2/27/2014,"4,000.00",249
EZ2 Lotto 4PM,24-28,2/27/2014,"4,000.00",158
Megalotto 6/45,27-14-37-23-07-31,2/26/2014,"19,169,076.00",0
4Digit,0-2-1-7,2/26/2014,"10,000.00",85
Suertres Lotto 11AM,9-4-1,2/26/2014,"4,500.00",382
Suertres Lotto 4PM,4-9-2,2/26/2014,"4,500.00",377
Suertres Lotto 9PM,0-5-0,2/26/2014,"4,500.00",450
EZ2 Lotto 9PM,19-17,2/26/2014,"4,000.00",160
EZ2 Lotto 11AM,02-25,2/26/2014,"4,000.00",322
EZ2 Lotto 4PM,24-21,2/26/2014,"4,000.00",56
Grand Lotto 6/55,54-17-28-55-23-05,2/26/2014,"72,648,656.00",0
Superlotto 6/49,14-25-47-22-17-04,2/25/2014,"82,770,864.00",0
6Digit,5-8-6-6-0-6,2/25/2014,"4,497,144.30",0
Suertres Lotto 11AM,9-6-9,2/25/2014,"4,500.00",192
Suertres Lotto 4PM,9-2-5,2/25/2014,"4,500.00",491
Suertres Lotto 9PM,2-4-7,2/25/2014,"4,500.00",939
EZ2 Lotto 9PM,12-10,2/25/2014,"4,000.00",368
Lotto 6/42,32-40-06-21-37-14,2/25/2014,"20,574,712.00",0
EZ2 Lotto 11AM,23-15,2/25/2014,"4,000.00",145
EZ2 Lotto 4PM,25-14,2/25/2014,"4,000.00",206
Megalotto 6/45,10-37-42-09-20-04,2/24/2014,"15,673,864.00",0
4Digit,1-0-1-3,2/24/2014,"10,000.00",179
Suertres Lotto 11AM,0-9-8,2/24/2014,"4,500.00",300
Suertres Lotto 4PM,0-6-1,2/24/2014,"4,500.00",210
Suertres Lotto 9PM,0-4-1,2/24/2014,"4,500.00",1043
EZ2 Lotto 9PM,17-25,2/24/2014,"4,000.00",600
EZ2 Lotto 11AM,12-28,2/24/2014,"4,000.00",237
EZ2 Lotto 4PM,30-03,2/24/2014,"4,000.00",203
Grand Lotto 6/55,03-27-52-02-26-43,2/24/2014,"67,463,252.00",0
Superlotto 6/49,12-41-32-08-35-16,2/23/2014,"76,762,808.00",0
Suertres Lotto 11AM,6-9-0,2/23/2014,"4,500.00",244
Suertres Lotto 4PM,6-5-7,2/23/2014,"4,500.00",375
Suertres Lotto 9PM,8-6-4,2/23/2014,"4,500.00",773
EZ2 Lotto 9PM,12-08,2/23/2014,"4,000.00",521
EZ2 Lotto 11AM,16-06,2/23/2014,"4,000.00",121
EZ2 Lotto 4PM,27-08,2/23/2014,"4,000.00",102
6Digit,1-4-3-9-9-3,2/22/2014,"4,316,927.94",0
Suertres Lotto 11AM,7-1-1,2/22/2014,"4,500.00",533
Suertres Lotto 4PM,9-8-2,2/22/2014,"4,500.00",548
Suertres Lotto 9PM,8-3-7,2/22/2014,"4,500.00",941
EZ2 Lotto 9PM,14-23,2/22/2014,"4,000.00",631
Lotto 6/42,27-32-38-16-34-08,2/22/2014,"17,406,600.00",0
EZ2 Lotto 11AM,15-10,2/22/2014,"4,000.00",183
EZ2 Lotto 4PM,13-13,2/22/2014,"4,000.00",271
Grand Lotto 6/55,08-51-11-48-34-10,2/22/2014,"62,402,176.00",0
Megalotto 6/45,03-43-08-42-40-31,2/21/2014,"12,208,948.00",0
4Digit,7-5-8-7,2/21/2014,"71,983.00",14
Suertres Lotto 11AM,9-4-4,2/21/2014,"4,500.00",375
Suertres Lotto 4PM,1-7-6,2/21/2014,"4,500.00",612
Suertres Lotto 9PM,5-3-8,2/21/2014,"4,500.00",902
EZ2 Lotto 9PM,01-12,2/21/2014,"4,000.00",424
EZ2 Lotto 11AM,18-21,2/21/2014,"4,000.00",256
EZ2 Lotto 4PM,03-19,2/21/2014,"4,000.00",222
Superlotto 6/49,49-32-04-12-23-24,2/20/2014,"69,658,556.00",0
6Digit,4-5-8-0-0-4,2/20/2014,"4,076,776.22",0
