LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT(₱),WINNERS
6Digit,3-9-8-9-1-8,3/26/2022,"609,427.94",0
Suertres Lotto 11AM,3-7-2,3/26/2022,"4,500.00",272
Suertres Lotto 4PM,9-4-7,3/26/2022,"4,500.00",139
Suertres Lotto 9PM,9-2-0,3/26/2022,"4,500.00",337
EZ2 Lotto 11AM,13-22,3/26/2022,"4,000.00",257
EZ2 Lotto 4PM,19-05,3/26/2022,"4,000.00",120
EZ2 Lotto 9PM,19-08,3/26/2022,"4,000.00",155
Ultra Lotto 6/58,54-25-18-35-37-17,3/25/2022,"49,500,000.00",0
Megalotto 6/45,04-44-11-45-43-26,3/25/2022,"37,316,127.60",0
4Digit,3-3-2-0,3/25/2022,"17,672.00",29
Suertres Lotto 11AM,4-1-6,3/25/2022,"4,500.00",460
Suertres Lotto 4PM,6-4-3,3/25/2022,"4,500.00",195
Suertres Lotto 9PM,1-0-9,3/25/2022,"4,500.00",729
EZ2 Lotto 11AM,18-12,3/25/2022,"4,000.00",188
EZ2 Lotto 4PM,10-19,3/25/2022,"4,000.00",92
EZ2 Lotto 9PM,06-24,3/25/2022,"4,000.00",526
Superlotto 6/49,30-49-12-14-32-22,3/24/2022,"15,840,000.00",0
Lotto 6/42,30-42-23-36-37-07,3/24/2022,"26,888,547.40",0
6Digit,2-4-0-6-7-2,3/24/2022,"312,860.46",0
Suertres Lotto 11AM,6-5-4,3/24/2022,"4,500.00",271
Suertres Lotto 4PM,5-7-2,3/24/2022,"4,500.00",171
Suertres Lotto 9PM,0-5-9,3/24/2022,"4,500.00",321
EZ2 Lotto 11AM,25-10,3/24/2022,"4,000.00",234
EZ2 Lotto 4PM,10-28,3/24/2022,"4,000.00",252
EZ2 Lotto 9PM,09-25,3/24/2022,"4,000.00",587
Grand Lotto 6/55,24-36-35-07-23-10,3/23/2022,"29,700,000.00",0
Megalotto 6/45,32-08-41-23-10-44,3/23/2022,"32,977,202.60",0
4Digit,9-8-3-4,3/23/2022,"120,699.00",6
Suertres Lotto 11AM,3-5-0,3/23/2022,"4,500.00",425
Suertres Lotto 4PM,5-4-2,3/23/2022,"4,500.00",177
Suertres Lotto 9PM,6-0-5,3/23/2022,"4,500.00",436
EZ2 Lotto 11AM,31-24,3/23/2022,"4,000.00",92
EZ2 Lotto 4PM,19-12,3/23/2022,"4,000.00",98
EZ2 Lotto 9PM,15-05,3/23/2022,"4,000.00",397
Ultra Lotto 6/58,14-11-34-49-02-16,3/22/2022,"49,500,000.00",0
Superlotto 6/49,34-39-35-42-37-26,3/22/2022,"15,840,000.00",0
Lotto 6/42,34-36-07-41-40-17,3/22/2022,"22,489,187.80",0
6Digit,2-3-5-2-0-6,3/22/2022,"1,105,649.00",1
Suertres Lotto 11AM,1-6-0,3/22/2022,"4,500.00",370
Suertres Lotto 4PM,1-2-8,3/22/2022,"4,500.00",339
Suertres Lotto 9PM,4-6-0,3/22/2022,"4,500.00",240
EZ2 Lotto 11AM,31-25,3/22/2022,"4,000.00",105
EZ2 Lotto 4PM,16-12,3/22/2022,"4,000.00",57
EZ2 Lotto 9PM,23-28,3/22/2022,"4,000.00",347
Grand Lotto 6/55,10-15-36-08-23-05,3/21/2022,"29,700,000.00",0
Megalotto 6/45,41-38-01-12-19-33,3/21/2022,"28,629,945.40",0
4Digit,2-1-5-3,3/21/2022,"14,257.00",50
Suertres Lotto 11AM,1-8-9,3/21/2022,"4,500.00",387
Suertres Lotto 4PM,5-4-3,3/21/2022,"4,500.00",108
Suertres Lotto 9PM,9-5-1,3/21/2022,"4,500.00",289
EZ2 Lotto 11AM,18-18,3/21/2022,"4,000.00",306
EZ2 Lotto 4PM,27-21,3/21/2022,"4,000.00",54
EZ2 Lotto 9PM,25-12,3/21/2022,"4,000.00",159
Ultra Lotto 6/58,29-05-03-11-08-42,3/20/2022,"79,699,584.80",1
Superlotto 6/49,09-04-06-17-12-02,3/20/2022,"67,803,235.40",1
Suertres Lotto 11AM,8-0-3,3/20/2022,"4,500.00",203
Suertres Lotto 4PM,6-9-5,3/20/2022,"4,500.00",137
Suertres Lotto 9PM,5-6-5,3/20/2022,"4,500.00",308
EZ2 Lotto 11AM,12-26,3/20/2022,"4,000.00",238
EZ2 Lotto 4PM,03-13,3/20/2022,"4,000.00",268
EZ2 Lotto 9PM,31-07,3/20/2022,"4,000.00",238
Grand Lotto 6/55,16-24-33-15-30-37,3/19/2022,"29,700,000.00",0
Lotto 6/42,17-18-19-20-08-33,3/19/2022,"18,726,352.60",0
6Digit,7-7-6-6-6-6,3/19/2022,"722,435.08",0
Suertres Lotto 11AM,0-3-6,3/19/2022,"4,500.00",106
Suertres Lotto 4PM,7-4-9,3/19/2022,"4,500.00",239
Suertres Lotto 9PM,3-8-0,3/19/2022,"4,500.00",389
EZ2 Lotto 11AM,26-01,3/19/2022,"4,000.00",78
EZ2 Lotto 4PM,04-23,3/19/2022,"4,000.00",122
EZ2 Lotto 9PM,20-27,3/19/2022,"4,000.00",564
Ultra Lotto 6/58,35-25-32-09-51-02,3/18/2022,"75,544,261.40",0
Megalotto 6/45,17-07-34-26-22-18,3/18/2022,"24,251,020.20",0
4Digit,4-8-6-7,3/18/2022,"135,689.00",5
Suertres Lotto 11AM,2-3-6,3/18/2022,"4,500.00",240
Suertres Lotto 4PM,4-9-0,3/18/2022,"4,500.00",84
Suertres Lotto 9PM,6-5-6,3/18/2022,"4,500.00",150
EZ2 Lotto 11AM,31-16,3/18/2022,"4,000.00",29
EZ2 Lotto 4PM,26-14,3/18/2022,"4,000.00",41
EZ2 Lotto 9PM,29-23,3/18/2022,"4,000.00",103
Superlotto 6/49,13-44-03-11-09-33,3/17/2022,"62,963,919.80",0
Lotto 6/42,22-05-20-01-25-07,3/17/2022,"15,031,175.20",0
6Digit,7-9-6-1-7-0,3/17/2022,"486,257.18",0
Suertres Lotto 11AM,2-9-5,3/17/2022,"4,500.00",292
Suertres Lotto 4PM,5-7-4,3/17/2022,"4,500.00",215
Suertres Lotto 9PM,8-4-4,3/17/2022,"4,500.00",313
EZ2 Lotto 11AM,29-31,3/17/2022,"4,000.00",160
EZ2 Lotto 4PM,11-04,3/17/2022,"4,000.00",289
EZ2 Lotto 9PM,20-25,3/17/2022,"4,000.00",346
Grand Lotto 6/55,06-29-32-47-09-20,3/16/2022,"29,700,000.00",0
Megalotto 6/45,43-06-38-08-22-12,3/16/2022,"20,481,433.00",0
4Digit,1-6-6-1,3/16/2022,"10,000.00",79
Suertres Lotto 11AM,7-9-1,3/16/2022,"4,500.00",344
Suertres Lotto 4PM,6-9-0,3/16/2022,"4,500.00",99
Suertres Lotto 9PM,4-1-2,3/16/2022,"4,500.00",636
EZ2 Lotto 11AM,16-06,3/16/2022,"4,000.00",238
EZ2 Lotto 4PM,05-04,3/16/2022,"4,000.00",155
EZ2 Lotto 9PM,22-11,3/16/2022,"4,000.00",207
Ultra Lotto 6/58,57-56-03-47-44-02,3/15/2022,"70,784,120.20",0
Superlotto 6/49,21-28-17-08-32-49,3/15/2022,"57,911,456.40",0
Lotto 6/42,30-18-40-32-06-14,3/15/2022,"11,687,949.60",0
6Digit,4-5-9-1-1-8,3/15/2022,"1,268,048.00",2
Suertres Lotto 11AM,6-1-8,3/15/2022,"4,500.00",327
Suertres Lotto 4PM,1-6-5,3/15/2022,"4,500.00",207
Suertres Lotto 9PM,6-0-8,3/15/2022,"4,500.00",291
EZ2 Lotto 11AM,28-10,3/15/2022,"4,000.00",83
EZ2 Lotto 4PM,13-09,3/15/2022,"4,000.00",124
EZ2 Lotto 9PM,31-18,3/15/2022,"4,000.00",182
Grand Lotto 6/55,09-17-45-39-35-15,3/14/2022,"98,551,582.00",1
Megalotto 6/45,41-15-07-33-42-10,3/14/2022,"16,641,928.40",0
4Digit,4-5-6-5,3/14/2022,"37,550.00",16
Suertres Lotto 11AM,0-9-2,3/14/2022,"4,500.00",98
Suertres Lotto 4PM,7-8-0,3/14/2022,"4,500.00",56
Suertres Lotto 9PM,2-4-7,3/14/2022,"4,500.00",513
EZ2 Lotto 11AM,08-14,3/14/2022,"4,000.00",322
EZ2 Lotto 4PM,22-02,3/14/2022,"4,000.00",101
EZ2 Lotto 9PM,25-17,3/14/2022,"4,000.00",116
Ultra Lotto 6/58,55-46-25-16-50-35,3/13/2022,"67,178,411.40",0
Superlotto 6/49,40-32-23-25-04-01,3/13/2022,"54,023,592.00",0
Suertres Lotto 11AM,7-2-2,3/13/2022,"4,500.00",251
Suertres Lotto 4PM,9-0-5,3/13/2022,"4,500.00",143
Suertres Lotto 9PM,3-5-1,3/13/2022,"4,500.00",427
EZ2 Lotto 11AM,18-28,3/13/2022,"4,000.00",201
EZ2 Lotto 4PM,29-01,3/13/2022,"4,000.00",66
EZ2 Lotto 9PM,27-04,3/13/2022,"4,000.00",169
Grand Lotto 6/55,49-53-32-06-44-10,3/12/2022,"93,297,605.20",0
Lotto 6/42,25-24-18-03-41-19,3/12/2022,"8,818,322.20",0
6Digit,4-1-9-6-1-5,3/12/2022,"2,228,109.64",0
Suertres Lotto 11AM,7-6-3,3/12/2022,"4,500.00",140
Suertres Lotto 4PM,4-2-6,3/12/2022,"4,500.00",207
Suertres Lotto 9PM,5-4-9,3/12/2022,"4,500.00",365
EZ2 Lotto 11AM,31-14,3/12/2022,"4,000.00",41
EZ2 Lotto 4PM,18-10,3/12/2022,"4,000.00",100
EZ2 Lotto 9PM,27-07,3/12/2022,"4,000.00",172
Ultra Lotto 6/58,13-42-49-30-26-27,3/11/2022,"63,412,013.00",0
Megalotto 6/45,22-34-16-05-11-03,3/11/2022,"13,277,158.40",0
4Digit,6-2-9-4,3/11/2022,"62,711.00",13
Suertres Lotto 11AM,4-8-7,3/11/2022,"4,500.00",260
Suertres Lotto 4PM,6-5-6,3/11/2022,"4,500.00",92
Suertres Lotto 9PM,8-4-0,3/11/2022,"4,500.00",287
EZ2 Lotto 11AM,29-20,3/11/2022,"4,000.00",122
EZ2 Lotto 4PM,06-14,3/11/2022,"4,000.00",244
EZ2 Lotto 9PM,28-16,3/11/2022,"4,000.00",83
Superlotto 6/49,28-49-21-41-34-33,3/10/2022,"49,759,912.60",0
Lotto 6/42,10-18-35-28-22-13,3/10/2022,"5,940,000.00",0
6Digit,8-7-9-0-9-2,3/10/2022,"1,996,968.58",0
Suertres Lotto 11AM,5-4-5,3/10/2022,"4,500.00",351
Suertres Lotto 4PM,6-4-6,3/10/2022,"4,500.00",201
Suertres Lotto 9PM,5-9-7,3/10/2022,"4,500.00",218
EZ2 Lotto 11AM,17-01,3/10/2022,"4,000.00",94
EZ2 Lotto 4PM,09-05,3/10/2022,"4,000.00",193
EZ2 Lotto 9PM,03-31,3/10/2022,"4,000.00",584
Grand Lotto 6/55,46-29-30-34-04-20,3/9/2022,"87,696,656.80",0
Megalotto 6/45,33-17-09-24-22-11,3/9/2022,"9,829,344.80",0
4Digit,9-3-4-9,3/9/2022,"68,652.00",9
Suertres Lotto 11AM,5-8-4,3/9/2022,"4,500.00",282
Suertres Lotto 4PM,3-9-2,3/9/2022,"4,500.00",219
Suertres Lotto 9PM,2-3-2,3/9/2022,"4,500.00",485
EZ2 Lotto 11AM,22-19,3/9/2022,"4,000.00",182
EZ2 Lotto 4PM,15-29,3/9/2022,"4,000.00",141
EZ2 Lotto 9PM,21-14,3/9/2022,"4,000.00",208
Ultra Lotto 6/58,44-54-17-11-42-49,3/8/2022,"58,837,785.80",0
Superlotto 6/49,11-44-15-17-07-38,3/8/2022,"45,005,988.20",0
Lotto 6/42,36-32-42-15-28-12,3/8/2022,"5,940,000.00",0
6Digit,2-2-6-2-4-5,3/8/2022,"1,497,290.56",0
Suertres Lotto 11AM,4-8-8,3/8/2022,"4,500.00",112
Suertres Lotto 4PM,1-3-0,3/8/2022,"4,500.00",342
Suertres Lotto 9PM,4-3-5,3/8/2022,"4,500.00",272
EZ2 Lotto 11AM,30-18,3/8/2022,"4,000.00",69
EZ2 Lotto 4PM,23-05,3/8/2022,"4,000.00",91
EZ2 Lotto 9PM,28-21,3/8/2022,"4,000.00",197
Grand Lotto 6/55,48-53-34-24-44-16,3/7/2022,"82,294,341.40",0
Megalotto 6/45,03-20-44-29-07-30,3/7/2022,"8,910,000.00",0
4Digit,6-4-6-5,3/7/2022,"24,402.00",30
Suertres Lotto 11AM,6-8-9,3/7/2022,"4,500.00",168
Suertres Lotto 4PM,5-6-8,3/7/2022,"4,500.00",225
Suertres Lotto 9PM,2-1-1,3/7/2022,"4,500.00",534
EZ2 Lotto 11AM,16-04,3/7/2022,"4,000.00",88
EZ2 Lotto 4PM,06-15,3/7/2022,"4,000.00",196
EZ2 Lotto 9PM,21-20,3/7/2022,"4,000.00",175
Ultra Lotto 6/58,16-19-29-49-53-11,3/6/2022,"55,400,950.20",0
Superlotto 6/49,30-22-17-41-13-12,3/6/2022,"41,317,706.00",0
Suertres Lotto 11AM,7-0-4,3/6/2022,"4,500.00",285
Suertres Lotto 4PM,1-9-6,3/6/2022,"4,500.00",106
Suertres Lotto 9PM,0-6-3,3/6/2022,"4,500.00",223
EZ2 Lotto 11AM,15-21,3/6/2022,"4,000.00",205
EZ2 Lotto 4PM,12-19,3/6/2022,"4,000.00",162
EZ2 Lotto 9PM,25-20,3/6/2022,"4,000.00",120
Grand Lotto 6/55,43-15-39-42-13-49,3/5/2022,"77,187,174.80",0
Lotto 6/42,18-34-33-39-11-36,3/5/2022,"12,537,017.20",1
6Digit,6-0-8-2-0-7,3/5/2022,"1,142,345.60",0
Suertres Lotto 11AM,3-9-8,3/5/2022,"4,500.00",208
Suertres Lotto 4PM,3-1-6,3/5/2022,"4,500.00",374
Suertres Lotto 9PM,7-4-2,3/5/2022,"4,500.00",271
EZ2 Lotto 11AM,24-28,3/5/2022,"4,000.00",202
EZ2 Lotto 4PM,15-22,3/5/2022,"4,000.00",148
EZ2 Lotto 9PM,18-19,3/5/2022,"4,000.00",219
Ultra Lotto 6/58,04-39-24-48-16-53,3/4/2022,"51,782,147.00",0
Megalotto 6/45,37-27-20-02-45-08,3/4/2022,"8,910,000.00",0
4Digit,5-3-8-0,3/4/2022,"116,717.00",7
Suertres Lotto 11AM,0-1-8,3/4/2022,"4,500.00",202
Suertres Lotto 4PM,9-7-2,3/4/2022,"4,500.00",197
Suertres Lotto 9PM,3-8-5,3/4/2022,"4,500.00",497
EZ2 Lotto 11AM,01-18,3/4/2022,"4,000.00",126
EZ2 Lotto 4PM,04-24,3/4/2022,"4,000.00",259
EZ2 Lotto 9PM,20-09,3/4/2022,"4,000.00",297
Superlotto 6/49,13-24-12-47-20-09,3/3/2022,"37,302,968.20",0
Lotto 6/42,10-28-31-30-33-40,3/3/2022,"9,167,960.60",0
6Digit,9-0-1-5-4-2,3/3/2022,"645,611.02",0
Suertres Lotto 11AM,8-2-8,3/3/2022,"4,500.00",381
Suertres Lotto 4PM,3-6-7,3/3/2022,"4,500.00",139
Suertres Lotto 9PM,5-1-4,3/3/2022,"4,500.00",535
EZ2 Lotto 11AM,06-28,3/3/2022,"4,000.00",257
EZ2 Lotto 4PM,31-19,3/3/2022,"4,000.00",37
EZ2 Lotto 9PM,27-26,3/3/2022,"4,000.00",86
Grand Lotto 6/55,01-55-11-20-25-28,3/2/2022,"71,997,929.00",0
Megalotto 6/45,02-30-45-42-27-17,3/2/2022,"8,910,000.00",1
4Digit,8-5-7-8,3/2/2022,"66,048.00",11
Suertres Lotto 11AM,5-6-5,3/2/2022,"4,500.00",201
Suertres Lotto 4PM,7-8-7,3/2/2022,"4,500.00",110
Suertres Lotto 9PM,0-6-6,3/2/2022,"4,500.00",128
EZ2 Lotto 11AM,21-21,3/2/2022,"4,000.00",256
EZ2 Lotto 4PM,10-14,3/2/2022,"4,000.00",242
EZ2 Lotto 9PM,27-14,3/2/2022,"4,000.00",223
Ultra Lotto 6/58,51-11-04-17-21-13,3/1/2022,"49,500,000.00",0
Superlotto 6/49,40-22-37-01-34-08,3/1/2022,"32,936,252.20",0
Lotto 6/42,42-18-16-14-24-11,3/1/2022,"6,082,200.40",0
6Digit,8-1-9-2-0-1,3/1/2022,"258,121.56",0
Suertres Lotto 11AM,9-5-7,3/1/2022,"4,500.00",201
Suertres Lotto 4PM,9-1-1,3/1/2022,"4,500.00",294
Suertres Lotto 9PM,4-8-9,3/1/2022,"4,500.00",217
EZ2 Lotto 11AM,24-06,3/1/2022,"4,000.00",236
EZ2 Lotto 4PM,10-08,3/1/2022,"4,000.00",218
EZ2 Lotto 9PM,28-07,3/1/2022,"4,000.00",237
Grand Lotto 6/55,43-15-55-35-49-52,2/28/2022,"67,111,006.80",0
Megalotto 6/45,03-12-27-37-18-44,2/28/2022,"8,910,000.00",0
4Digit,8-7-1-8,2/28/2022,"25,795.00",17
Suertres Lotto 11AM,9-2-8,2/28/2022,"4,500.00",480
Suertres Lotto 4PM,0-7-3,2/28/2022,"4,500.00",47
Suertres Lotto 9PM,6-1-5,2/28/2022,"4,500.00",423
EZ2 Lotto 11AM,30-30,2/28/2022,"4,000.00",299
EZ2 Lotto 4PM,16-22,2/28/2022,"4,000.00",237
EZ2 Lotto 9PM,31-06,2/28/2022,"4,000.00",148
Ultra Lotto 6/58,31-29-33-12-58-49,2/27/2022,"49,500,000.00",0
Superlotto 6/49,09-35-39-41-36-40,2/27/2022,"29,538,641.60",0
Suertres Lotto 11AM,3-1-9,2/27/2022,"4,500.00",393
Suertres Lotto 4PM,7-2-7,2/27/2022,"4,500.00",378
Suertres Lotto 9PM,5-6-7,2/27/2022,"4,500.00",162
EZ2 Lotto 11AM,10-27,2/27/2022,"4,000.00",277
EZ2 Lotto 4PM,08-16,2/27/2022,"4,000.00",228
EZ2 Lotto 9PM,26-12,2/27/2022,"4,000.00",358
Grand Lotto 6/55,09-16-46-05-43-54,2/26/2022,"62,489,290.80",0
Lotto 6/42,02-16-28-10-37-15,2/26/2022,"5,940,000.00",0
6Digit,2-5-4-0-8-3,2/26/2022,"4,886,955.00",1
Suertres Lotto 11AM,3-7-6,2/26/2022,"4,500.00",214
Suertres Lotto 4PM,8-5-7,2/26/2022,"4,500.00",108
Suertres Lotto 9PM,5-9-3,2/26/2022,"4,500.00",349
EZ2 Lotto 11AM,21-22,2/26/2022,"4,000.00",188
EZ2 Lotto 4PM,29-06,2/26/2022,"4,000.00",34
EZ2 Lotto 9PM,12-30,2/26/2022,"4,000.00",261
Ultra Lotto 6/58,56-16-18-30-42-41,2/25/2022,"49,500,000.00",0
Megalotto 6/45,06-22-23-41-36-21,2/25/2022,"10,304,636.60",1
4Digit,4-5-8-3,2/25/2022,"86,651.00",9
Suertres Lotto 11AM,7-9-7,2/25/2022,"4,500.00",99
Suertres Lotto 4PM,6-5-8,2/25/2022,"4,500.00",223
Suertres Lotto 9PM,4-2-7,2/25/2022,"4,500.00",539
EZ2 Lotto 11AM,01-23,2/25/2022,"4,000.00",250
EZ2 Lotto 4PM,04-23,2/25/2022,"4,000.00",253
EZ2 Lotto 9PM,16-20,2/25/2022,"4,000.00",246
Superlotto 6/49,03-16-46-40-27-42,2/24/2022,"25,861,864.80",0
Lotto 6/42,12-29-15-03-06-20,2/24/2022,"28,851,800.80",1
6Digit,0-8-5-4-1-4,2/24/2022,"4,489,788.90",0
Suertres Lotto 11AM,6-1-7,2/24/2022,"4,500.00",245
Suertres Lotto 4PM,5-6-4,2/24/2022,"4,500.00",208
Suertres Lotto 9PM,1-8-6,2/24/2022,"4,500.00",297
EZ2 Lotto 11AM,13-14,2/24/2022,"4,000.00",181
EZ2 Lotto 4PM,16-31,2/24/2022,"4,000.00",71
EZ2 Lotto 9PM,01-24,2/24/2022,"4,000.00",203
Grand Lotto 6/55,44-48-50-37-07-19,2/23/2022,"57,977,506.60",0
Megalotto 6/45,44-03-34-30-35-22,2/23/2022,"8,910,000.00",0
4Digit,0-9-1-7,2/23/2022,"10,000.00",89
Suertres Lotto 11AM,7-6-1,2/23/2022,"4,500.00",300
Suertres Lotto 4PM,5-4-2,2/23/2022,"4,500.00",204
Suertres Lotto 9PM,9-3-9,2/23/2022,"4,500.00",195
EZ2 Lotto 11AM,01-07,2/23/2022,"4,000.00",247
EZ2 Lotto 4PM,22-27,2/23/2022,"4,000.00",73
EZ2 Lotto 9PM,09-22,2/23/2022,"4,000.00",621
Ultra Lotto 6/58,42-13-25-50-34-30,2/22/2022,"49,500,000.00",0
Superlotto 6/49,36-08-49-47-39-24,2/22/2022,"22,608,529.60",0
Lotto 6/42,13-03-06-30-21-19,2/22/2022,"24,425,273.40",0
6Digit,5-0-6-1-2-4,2/22/2022,"4,313,133.36",0
Suertres Lotto 11AM,4-4-0,2/22/2022,"4,500.00",181
Suertres Lotto 4PM,6-0-1,2/22/2022,"4,500.00",132
Suertres Lotto 9PM,7-7-6,2/22/2022,"4,500.00",180
EZ2 Lotto 11AM,26-04,2/22/2022,"4,000.00",246
EZ2 Lotto 4PM,07-26,2/22/2022,"4,000.00",211
EZ2 Lotto 9PM,25-06,2/22/2022,"4,000.00",284
Grand Lotto 6/55,48-43-12-09-31-36,2/21/2022,"53,617,177.00",0
Megalotto 6/45,21-27-15-41-31-35,2/21/2022,"8,910,000.00",0
4Digit,8-3-0-4,2/21/2022,"123,399.00",6
Suertres Lotto 11AM,5-5-3,2/21/2022,"4,500.00",240
Suertres Lotto 4PM,2-5-3,2/21/2022,"4,500.00",405
Suertres Lotto 9PM,6-6-4,2/21/2022,"4,500.00",232
EZ2 Lotto 11AM,15-24,2/21/2022,"4,000.00",156
EZ2 Lotto 4PM,29-09,2/21/2022,"4,000.00",87
EZ2 Lotto 9PM,02-15,2/21/2022,"4,000.00",457
Ultra Lotto 6/58,40-39-35-52-05-17,2/20/2022,"49,500,000.00",0
Superlotto 6/49,43-14-11-19-01-39,2/20/2022,"19,907,604.80",0
Suertres Lotto 11AM,7-9-8,2/20/2022,"4,500.00",117
Suertres Lotto 4PM,3-2-0,2/20/2022,"4,500.00",353
Suertres Lotto 9PM,7-9-7,2/20/2022,"4,500.00",322
EZ2 Lotto 11AM,08-19,2/20/2022,"4,000.00",252
EZ2 Lotto 4PM,21-13,2/20/2022,"4,000.00",53
EZ2 Lotto 9PM,27-02,2/20/2022,"4,000.00",503
Grand Lotto 6/55,54-47-07-46-06-39,2/19/2022,"49,517,797.80",0
Lotto 6/42,37-29-31-30-21-17,2/19/2022,"20,522,079.40",0
6Digit,7-2-0-8-3-9,2/19/2022,"3,928,281.80",0
Suertres Lotto 11AM,4-6-2,2/19/2022,"4,500.00",246
Suertres Lotto 4PM,2-0-8,2/19/2022,"4,500.00",297
Suertres Lotto 9PM,2-4-6,2/19/2022,"4,500.00",434
EZ2 Lotto 11AM,01-24,2/19/2022,"4,000.00",217
EZ2 Lotto 4PM,08-27,2/19/2022,"4,000.00",229
EZ2 Lotto 9PM,12-25,2/19/2022,"4,000.00",557
Ultra Lotto 6/58,47-58-12-18-31-44,2/18/2022,"49,500,000.00",0
Megalotto 6/45,31-30-06-04-29-16,2/18/2022,"62,756,225.80",1
4Digit,6-2-1-4,2/18/2022,"10,000.00",33
Suertres Lotto 11AM,2-5-8,2/18/2022,"4,500.00",506
Suertres Lotto 4PM,4-7-8,2/18/2022,"4,500.00",115
Suertres Lotto 9PM,6-0-6,2/18/2022,"4,500.00",195
EZ2 Lotto 11AM,13-27,2/18/2022,"4,000.00",85
EZ2 Lotto 4PM,10-01,2/18/2022,"4,000.00",108
EZ2 Lotto 9PM,15-01,2/18/2022,"4,000.00",225
Superlotto 6/49,24-36-29-04-43-34,2/17/2022,"16,368,985.80",0
Lotto 6/42,02-01-39-14-38-24,2/17/2022,"16,654,165.00",0
6Digit,9-2-6-7-9-5,2/17/2022,"3,327,906.82",0
Suertres Lotto 11AM,2-2-9,2/17/2022,"4,500.00",455
Suertres Lotto 4PM,2-7-7,2/17/2022,"4,500.00",180
Suertres Lotto 9PM,2-8-1,2/17/2022,"4,500.00",377
EZ2 Lotto 11AM,12-23,2/17/2022,"4,000.00",254
EZ2 Lotto 4PM,25-01,2/17/2022,"4,000.00",108
EZ2 Lotto 9PM,12-14,2/17/2022,"4,000.00",447
Grand Lotto 6/55,22-09-02-08-06-15,2/16/2022,"45,732,681.60",0
Megalotto 6/45,06-13-10-15-20-34,2/16/2022,"56,901,761.80",0
4Digit,9-5-4-0,2/16/2022,"44,387.00",17
Suertres Lotto 11AM,7-3-1,2/16/2022,"4,500.00",178
Suertres Lotto 4PM,4-2-2,2/16/2022,"4,500.00",377
Suertres Lotto 9PM,1-6-9,2/16/2022,"4,500.00",570
EZ2 Lotto 11AM,19-30,2/16/2022,"4,000.00",204
EZ2 Lotto 4PM,05-09,2/16/2022,"4,000.00",265
EZ2 Lotto 9PM,30-16,2/16/2022,"4,000.00",147
Ultra Lotto 6/58,25-08-31-34-33-26,2/15/2022,"49,500,000.00",0
Superlotto 6/49,13-38-08-29-33-34,2/15/2022,"15,840,000.00",0
Lotto 6/42,23-05-37-04-26-41,2/15/2022,"12,870,173.00",0
6Digit,8-6-6-2-2-4,2/15/2022,"2,792,884.70",0
Suertres Lotto 11AM,5-8-3,2/15/2022,"4,500.00",249
Suertres Lotto 4PM,3-6-6,2/15/2022,"4,500.00",228
Suertres Lotto 9PM,8-0-5,2/15/2022,"4,500.00",333
EZ2 Lotto 11AM,01-10,2/15/2022,"4,000.00",279
EZ2 Lotto 4PM,02-16,2/15/2022,"4,000.00",293
EZ2 Lotto 9PM,09-18,2/15/2022,"4,000.00",578
Grand Lotto 6/55,46-54-13-01-38-30,2/14/2022,"42,514,960.80",0
Megalotto 6/45,27-15-18-22-29-06,2/14/2022,"51,291,565.20",0
4Digit,0-2-8-3,2/14/2022,"76,811.00",10
Suertres Lotto 11AM,7-3-1,2/14/2022,"4,500.00",331
Suertres Lotto 4PM,6-5-6,2/14/2022,"4,500.00",117
Suertres Lotto 9PM,2-8-2,2/14/2022,"4,500.00",410
EZ2 Lotto 11AM,07-09,2/14/2022,"4,000.00",261
EZ2 Lotto 4PM,20-12,2/14/2022,"4,000.00",50
EZ2 Lotto 9PM,18-24,2/14/2022,"4,000.00",396
Ultra Lotto 6/58,02-56-48-11-21-45,2/13/2022,"49,500,000.00",0
Superlotto 6/49,39-44-45-10-07-43,2/13/2022,"15,840,000.00",0
Suertres Lotto 11AM,3-8-7,2/13/2022,"4,500.00",212
Suertres Lotto 4PM,6-9-3,2/13/2022,"4,500.00",113
Suertres Lotto 9PM,7-9-4,2/13/2022,"4,500.00",146
EZ2 Lotto 11AM,13-21,2/13/2022,"4,000.00",258
EZ2 Lotto 4PM,31-22,2/13/2022,"4,000.00",94
EZ2 Lotto 9PM,02-24,2/13/2022,"4,000.00",625
Grand Lotto 6/55,55-33-36-46-02-32,2/12/2022,"39,511,586.80",0
Lotto 6/42,07-24-25-12-15-32,2/12/2022,"9,760,454.80",0
6Digit,2-0-7-6-3-9,2/12/2022,"2,486,390.56",0
Suertres Lotto 11AM,4-9-7,2/12/2022,"4,500.00",194
Suertres Lotto 4PM,4-3-8,2/12/2022,"4,500.00",144
Suertres Lotto 9PM,6-1-4,2/12/2022,"4,500.00",423
EZ2 Lotto 11AM,13-27,2/12/2022,"4,000.00",241
EZ2 Lotto 4PM,20-14,2/12/2022,"4,000.00",179
EZ2 Lotto 9PM,16-20,2/12/2022,"4,000.00",294
Ultra Lotto 6/58,49-45-03-13-39-57,2/11/2022,"49,500,000.00",0
Megalotto 6/45,43-19-23-30-41-17,2/11/2022,"46,049,467.20",0
4Digit,4-7-9-2,2/11/2022,"20,038.00",39
Suertres Lotto 11AM,9-9-6,2/11/2022,"4,500.00",126
Suertres Lotto 4PM,8-3-6,2/11/2022,"4,500.00",59
